position,champion,key,games_played,kda,win_rate,pick_rate,ban_rate,cs,gold
adc,Fizz,fizz,849,2.13,46.17196702002356,0.03,10.69,153.27,12374
adc,Udyr,udyr,253,1.4,46.24505928853755,0.01,1.39,169.89,11880
adc,Fiora,fiora,307,1.65,46.25407166123778,0.01,3.0,188.71,13109
adc,Sejuani,sejuani,168,2.95,46.42857142857143,0.01,0.12,142.58,11621
adc,Fiddlesticks,fiddlesticks,412,1.88,46.601941747572816,0.01,1.21,137.96,11595
adc,Rammus,rammus,208,2.46,46.63461538461539,0.01,3.08,97.02,9868
adc,Poppy,poppy,244,2.34,46.72131147540984,0.01,1.69,142.1,12390
adc,Diana,diana,537,1.79,46.74115456238361,0.02,9.08,157.81,12151
adc,Varus,varus,96519,2.19,46.753488950362105,2.96,0.53,180.37,12464
adc,Taric,taric,305,2.12,46.885245901639344,0.01,0.44,106.79,9427
adc,Pyke,pyke,558,2.4,46.95340501792115,0.02,16.34,112.52,11724
adc,Jarvan IV,jarvaniv,397,2.54,47.103274559193956,0.01,1.15,173.23,13574
adc,Viego,viego,789,2.23,47.14828897338403,0.02,7.11,168.71,13601
adc,Annie,annie,1274,2.12,47.174254317111455,0.04,0.75,157.17,11754
adc,Yunara,yunara,174434,2.13,47.17428941605421,5.35,2.25,200.02,13016
adc,Nautilus,nautilus,354,2.18,47.175141242937855,0.01,6.6,127.98,10272
adc,Dr. Mundo,drmundo,1034,1.98,47.195357833655706,0.03,15.65,175.5,11878
adc,Ryze,ryze,1205,2.13,47.21991701244813,0.04,0.45,205.61,12976
adc,Zoe,zoe,1279,2.33,47.2243940578577,0.04,3.11,149.39,11479
adc,Kalista,kalista,33926,2.02,47.28526793609621,1.04,0.2,181.16,13038
adc,Ezreal,ezreal,235884,2.47,47.34615319394278,7.23,1.88,187.03,12490
adc,Galio,galio,397,1.97,47.3551637279597,0.01,2.02,141.81,10574
adc,Yorick,yorick,917,1.98,47.43729552889858,0.03,12.49,192.04,12367
adc,Sona,sona,531,2.83,47.45762711864407,0.02,0.63,109.43,9435
adc,Lissandra,lissandra,562,2.21,47.50889679715303,0.02,0.57,180.53,12102
adc,Akali,akali,711,2.1,47.67932489451477,0.02,9.94,150.42,11660
adc,Cho'Gath,chogath,2357,2.17,47.81501909206619,0.07,1.97,167.98,12192
adc,Corki,corki,43851,2.34,47.82103030717658,1.34,0.35,203.79,13374
adc,Shen,shen,401,2.76,47.880299251870326,0.01,0.74,132.58,11126
adc,Naafiri,naafiri,1953,2.51,47.926267281105986,0.06,5.74,181.76,13231
adc,Zaahen,zaahen,1034,1.94,47.969052224371374,0.03,21.56,156.4,11858
adc,Aurora,aurora,2003,2.41,47.97803295057414,0.06,2.03,174.74,12341
adc,Sett,sett,1196,1.81,47.9933110367893,0.04,3.84,157.69,12546
adc,Pantheon,pantheon,1474,2.15,48.032564450474894,0.05,2.88,139.2,12199
adc,Anivia,anivia,2366,2.54,48.22485207100592,0.07,1.99,182.55,12328
adc,Akshan,akshan,4978,2.2,48.272398553635995,0.15,3.81,173.88,13162
adc,Lucian,lucian,232236,2.33,48.299143974233104,7.12,2.57,198.99,13172
adc,Nidalee,nidalee,809,2.41,48.331273176761435,0.02,0.2,144.38,11787
adc,Quinn,quinn,4198,2.06,48.35636017151025,0.13,2.79,165.28,13092
adc,Gwen,gwen,374,1.97,48.39572192513369,0.01,5.44,177.92,13031
adc,Graves,graves,1602,2.05,48.4394506866417,0.05,1.86,195.96,13451
adc,Draven,draven,154305,1.99,48.450147435274296,4.73,12.57,190.04,13806
adc,Kayle,kayle,1521,1.95,48.45496383957922,0.05,4.89,197.28,12586
adc,Qiyana,qiyana,268,1.86,48.507462686567166,0.01,1.36,170.31,13106
adc,Zed,zed,981,2.13,48.52191641182467,0.03,12.27,170.25,12821
adc,Kai'Sa,kaisa,325736,2.38,48.53961490286613,9.99,1.71,197.0,13244
adc,Jax,jax,792,1.91,48.61111111111111,0.02,10.66,151.22,12279
adc,Elise,elise,193,1.99,48.704663212435236,0.01,0.8,130.39,12577
adc,Mel,mel,42851,2.5,48.7246505332431,1.31,48.95,192.7,13212
adc,Urgot,urgot,1238,2.18,48.78836833602585,0.04,2.5,176.53,12761
adc,Rek'Sai,reksai,47,1.86,48.93617021276596,0.0,0.43,111.94,10880
adc,Riven,riven,953,2.11,49.00314795383001,0.03,2.89,172.78,12385
adc,Teemo,teemo,7385,1.95,49.24847664184157,0.23,17.94,163.45,11979
adc,Caitlyn,caitlyn,549782,2.15,49.322640610278256,16.85,21.26,194.86,13146
adc,Katarina,katarina,2798,2.43,49.46390278770551,0.09,6.28,165.7,13138
adc,Samira,samira,163172,2.14,49.4809158434045,5.0,5.87,180.9,13626
adc,Zeri,zeri,92109,2.31,49.49679184444517,2.82,0.33,209.94,13568
adc,Irelia,irelia,2742,1.84,49.52589350838804,0.08,7.22,204.29,13484
adc,Tristana,tristana,263995,2.29,49.54146858842024,8.09,5.22,183.09,13160
adc,Ashe,ashe,401039,2.27,49.54804894287089,12.29,7.14,175.46,12004
adc,Vladimir,vladimir,2254,2.35,49.556344276841166,0.07,3.38,204.18,13085
adc,Xayah,xayah,107689,2.28,49.62902432003269,3.3,0.52,200.11,12861
adc,Senna,senna,22773,2.84,49.72555218899574,0.7,1.28,165.55,12400
adc,Lillia,lillia,209,2.46,49.760765550239235,0.01,2.51,169.3,13067
adc,Ahri,ahri,2874,2.3,49.79123173277662,0.09,4.56,171.33,11714
adc,Mordekaiser,mordekaiser,1586,2.02,49.810844892812106,0.05,11.04,157.57,12278
adc,Cassiopeia,cassiopeia,4533,2.16,49.87866754908449,0.14,0.99,186.14,12408
adc,Ekko,ekko,1062,2.1,49.90583804143126,0.03,3.04,171.93,12963
adc,Kled,kled,535,2.11,49.90654205607476,0.02,0.78,145.29,12462
adc,Heimerdinger,heimerdinger,7035,1.97,49.96446339729922,0.22,4.34,169.44,11899
adc,Twitch,twitch,173125,2.32,49.99220216606498,5.31,7.95,172.09,13147
adc,Rell,rell,26,1.87,50.0,0.0,0.29,104.12,9763
adc,Singed,singed,1677,2.13,50.029815146094215,0.05,1.54,206.11,13042
adc,Vex,vex,992,2.07,50.1008064516129,0.03,3.09,163.84,11914
adc,Olaf,olaf,471,1.84,50.10615711252654,0.01,0.84,182.65,13010
adc,Jhin,jhin,509336,2.78,50.19967172946739,15.61,4.44,186.62,13097
adc,Aphelios,aphelios,217669,1.98,50.2492316315139,6.67,3.71,193.12,13252
adc,Yone,yone,3671,1.82,50.258785072187415,0.11,4.4,188.05,12499
adc,Bel'Veth,belveth,369,2.3,50.40650406504065,0.01,2.84,169.44,12914
adc,Wukong,monkeyking,604,2.44,50.496688741721854,0.02,0.58,159.93,12276
adc,Briar,briar,986,1.78,50.50709939148072,0.03,16.15,149.48,13393
adc,Jinx,jinx,488850,2.28,50.6095939449729,14.99,5.2,194.82,12707
adc,Vayne,vayne,277323,2.14,50.64130995265449,8.5,7.55,175.81,12692
adc,Syndra,syndra,6911,2.36,50.67284039936334,0.21,4.4,198.9,13027
adc,Sivir,sivir,187347,2.51,50.67815337315249,5.74,2.46,226.39,13510
adc,Kayn,kayn,132,1.83,50.75757575757576,0.0,5.71,159.67,12185
adc,Malzahar,malzahar,6577,2.2,50.81344077847043,0.2,17.81,220.73,13227
adc,Master Yi,masteryi,2154,1.93,50.974930362116986,0.07,19.31,163.98,13725
adc,Nasus,nasus,692,2.04,51.15606936416185,0.02,3.31,176.92,11954
adc,Smolder,smolder,342698,2.45,51.30931607421111,10.51,5.7,211.51,13286
adc,Hwei,hwei,14339,2.62,51.370388451077474,0.44,1.95,189.87,12166
adc,Zilean,zilean,885,3.45,51.41242937853108,0.03,1.03,160.77,10602
adc,Ziggs,ziggs,65466,2.49,51.419057220541966,2.01,1.26,194.83,12549
adc,Sion,sion,3481,1.81,51.479459925308824,0.11,2.17,183.95,13147
adc,Kog'Maw,kogmaw,59420,2.15,51.48098283406261,1.82,0.74,179.97,12995
adc,Morgana,morgana,2978,2.87,51.74613834788448,0.09,21.93,155.09,11250
adc,Seraphine,seraphine,20279,3.08,51.79742590857538,0.62,2.69,178.18,11760
adc,Miss Fortune,missfortune,737452,2.41,51.90005586804294,22.61,20.95,189.03,13941
adc,Taliyah,taliyah,1862,2.3,51.93340494092374,0.06,0.28,188.72,12660
adc,Tahm Kench,tahmkench,2693,2.63,51.98663200891199,0.08,3.11,144.5,11572
adc,Xerath,xerath,5494,3.09,52.14779759737896,0.17,5.07,184.44,12674
adc,Nilah,nilah,76596,2.14,52.46226957021254,2.35,3.09,189.13,13513
adc,Zyra,zyra,4282,2.44,52.592246613731895,0.13,6.14,185.73,11736
adc,Karthus,karthus,9856,2.15,52.5974025974026,0.3,0.69,196.18,13728
adc,Yasuo,yasuo,45846,1.93,52.60437115560791,1.41,17.52,199.13,12931
adc,Vel'Koz,velkoz,10963,2.68,53.08765848764024,0.34,2.5,183.27,12553
adc,Swain,swain,63362,2.76,53.145418389571034,1.94,8.84,168.31,11920
adc,Lux,lux,33128,3.06,53.15443129678822,1.02,14.75,185.65,12588
adc,Aurelion Sol,aurelionsol,13657,2.68,53.54763125137292,0.42,1.58,196.91,13251
adc,Veigar,veigar,28413,2.45,53.71132932108542,0.87,3.32,190.85,13225
adc,Viktor,viktor,4629,2.43,54.180168502916395,0.14,2.26,194.52,12477
adc,Brand,brand,48688,2.38,54.24950706539599,1.49,6.67,179.64,12207
adc,Ambessa,ambessa,309,2.08,54.36893203883495,0.01,3.43,156.39,11847
support,Hecarim,hecarim,136,1.41,23.52941176470588,0.0,1.45,61.13,9242
support,Samira,samira,157,1.46,28.02547770700637,0.01,3.83,93.55,11540
support,Kalista,kalista,317,1.33,29.33753943217666,0.01,0.16,71.01,10425
support,Yunara,yunara,314,1.43,29.617834394904456,0.01,1.75,89.36,10082
support,Sivir,sivir,354,1.84,31.92090395480226,0.01,1.54,98.05,9689
support,Azir,azir,398,1.32,32.663316582914575,0.01,0.37,61.82,8815
support,Vladimir,vladimir,297,1.43,33.33333333333333,0.01,2.84,69.34,10001
support,Gangplank,gangplank,571,1.88,34.15061295971979,0.02,0.73,83.75,10856
support,Renekton,renekton,391,1.47,35.0383631713555,0.01,2.07,74.14,9828
support,Kassadin,kassadin,274,1.59,35.4014598540146,0.01,0.98,56.11,9783
support,Tryndamere,tryndamere,617,1.51,36.6288492706645,0.02,2.98,94.48,10429
support,Tristana,tristana,553,1.51,37.070524412296564,0.02,4.42,81.27,10871
support,Vayne,vayne,858,1.48,37.878787878787875,0.03,6.53,68.86,10357
support,Akshan,akshan,869,1.61,38.3199079401611,0.03,3.38,60.01,10710
support,Draven,draven,320,1.29,38.75,0.01,9.65,81.12,10877
support,Corki,corki,206,1.89,38.83495145631068,0.01,0.22,85.52,11029
support,Graves,graves,527,1.78,38.89943074003795,0.02,1.61,77.67,10427
support,Ambessa,ambessa,429,1.66,39.39393939393939,0.01,3.71,60.37,9817
support,Kha'Zix,khazix,308,1.72,39.61038961038961,0.01,2.04,58.27,10386
support,Varus,varus,1515,1.89,39.801980198019805,0.05,0.49,63.28,10618
support,Caitlyn,caitlyn,2415,1.54,40.24844720496895,0.07,19.62,81.02,10476
support,Udyr,udyr,734,1.61,40.32697547683924,0.02,1.63,67.23,9778
support,Yone,yone,1324,1.39,40.33232628398791,0.04,4.06,86.52,10309
support,Smolder,smolder,1051,1.82,40.627973358705994,0.03,4.78,86.47,10288
support,Ryze,ryze,702,1.95,40.883190883190885,0.02,0.39,69.93,9965
support,Irelia,irelia,470,1.51,41.06382978723404,0.01,5.81,93.79,10812
support,Aphelios,aphelios,222,1.41,41.44144144144144,0.01,2.04,74.83,10207
support,Kai'Sa,kaisa,916,2.13,41.81222707423581,0.03,1.52,68.64,10988
support,Garen,garen,1391,1.54,41.84040258806614,0.04,7.04,85.03,10437
support,Diana,diana,1018,1.55,41.944990176817285,0.03,9.37,68.76,10708
support,Yorick,yorick,1976,1.89,42.00404858299595,0.06,13.37,94.51,10366
support,Kayn,kayn,647,1.68,42.040185471406495,0.02,6.8,72.36,10811
support,Aurora,aurora,2002,1.94,42.157842157842154,0.06,2.03,61.76,10213
support,Nilah,nilah,116,1.25,42.241379310344826,0.0,1.64,84.19,9594
support,Kindred,kindred,298,1.52,42.281879194630875,0.01,2.02,64.59,10422
support,Ezreal,ezreal,2105,1.89,42.32779097387173,0.06,1.74,64.71,10588
support,Illaoi,illaoi,1507,1.45,42.468480424684806,0.05,8.25,71.24,9796
support,Nasus,nasus,2165,1.82,42.494226327944574,0.07,3.62,64.35,9471
support,Yasuo,yasuo,2010,1.47,42.53731343283582,0.06,16.04,103.8,10857
support,Lucian,lucian,344,1.56,43.02325581395349,0.01,1.66,83.44,10639
support,Zeri,zeri,251,2.02,43.02788844621514,0.01,0.24,76.26,10930
support,Bel'Veth,belveth,388,1.77,43.04123711340206,0.01,3.05,64.52,10010
support,Briar,briar,2572,1.5,43.07931570762053,0.08,17.0,61.27,11169
support,K'Sante,ksante,1140,1.87,43.15789473684211,0.03,0.95,49.84,9243
support,Rengar,rengar,2438,1.67,43.191140278917146,0.07,4.4,58.68,10275
support,Nocturne,nocturne,543,1.66,43.278084714548804,0.02,5.48,72.87,10470
support,Jhin,jhin,2957,2.24,43.28711531958066,0.09,4.19,73.62,10988
support,Zed,zed,1525,1.85,43.47540983606557,0.05,12.86,68.75,11111
support,Xayah,xayah,84,1.64,44.047619047619044,0.0,0.3,91.56,10193
support,Viego,viego,1360,1.81,44.11764705882353,0.04,7.08,53.59,10769
support,Warwick,warwick,1089,1.56,44.26078971533517,0.03,9.24,63.71,10709
support,Aatrox,aatrox,1100,1.7,44.27272727272727,0.03,7.09,55.43,9907
support,Zaahen,zaahen,3998,1.7,44.32216108054027,0.12,22.88,60.8,9986
support,Olaf,olaf,379,1.62,44.327176781002635,0.01,0.78,74.74,10698
support,Miss Fortune,missfortune,11668,2.08,44.5491943777854,0.36,20.71,71.78,10619
support,Malzahar,malzahar,4097,1.81,44.691237490846966,0.13,17.53,92.96,10553
support,Jayce,jayce,843,1.86,44.72123368920522,0.03,1.4,73.87,10831
support,Katarina,katarina,1396,1.94,44.77077363896848,0.04,5.75,67.62,11194
support,Naafiri,naafiri,1589,1.94,44.80805538074261,0.05,5.7,74.51,10993
support,Darius,darius,2435,1.59,44.8870636550308,0.07,11.75,69.87,10439
support,Camille,camille,4353,1.78,44.91155524925339,0.13,0.92,42.46,10046
support,Mordekaiser,mordekaiser,2613,1.53,45.044010715652504,0.08,11.32,61.11,10008
support,Jinx,jinx,1093,1.96,45.10521500457457,0.03,4.36,79.83,10700
support,Lee Sin,leesin,6110,2.04,45.64648117839607,0.19,1.7,53.67,10647
support,Twitch,twitch,11805,1.94,45.67556120288013,0.36,7.81,57.47,11264
support,Kled,kled,1104,2.0,45.742753623188406,0.03,0.85,61.7,10351
support,Talon,talon,618,1.74,45.79288025889968,0.02,2.0,73.28,11775
support,Mel,mel,114985,2.13,45.880767056572594,3.53,49.09,62.73,10630
support,Taliyah,taliyah,3298,1.98,45.96725288053366,0.1,0.29,60.28,10085
support,Kog'Maw,kogmaw,2064,1.87,45.97868217054263,0.06,0.69,70.99,11280
support,Akali,akali,1035,1.76,45.99033816425121,0.03,10.03,54.94,10187
support,Ashe,ashe,39669,2.24,45.990571983160656,1.22,7.11,53.84,9560
support,Ahri,ahri,6659,2.09,46.01291485207989,0.2,4.7,63.92,9942
support,Gwen,gwen,252,1.68,46.03174603174603,0.01,4.97,86.71,10781
support,Nunu & Willump,nunu,3146,2.02,46.1220597584234,0.1,2.1,52.89,10159
support,Aurelion Sol,aurelionsol,4082,2.14,46.12934835864772,0.13,1.52,84.16,11276
support,Orianna,orianna,4036,2.62,46.1595639246779,0.12,0.73,52.76,9284
support,Gnar,gnar,848,1.84,46.4622641509434,0.03,0.44,56.9,9730
support,Master Yi,masteryi,2611,1.59,46.49559555725776,0.08,19.26,72.11,11468
support,Ornn,ornn,4729,2.14,46.54260943116938,0.14,0.49,53.55,9627
support,Jax,jax,2457,1.7,46.6015466015466,0.08,11.94,61.92,10410
support,Xin Zhao,xinzhao,1511,1.73,46.65784248841827,0.05,0.66,60.62,10349
support,Ziggs,ziggs,7890,2.09,46.80608365019012,0.24,1.24,77.94,10640
support,Cho'Gath,chogath,12269,1.95,46.80903089086315,0.38,2.13,63.1,10268
support,Kayle,kayle,2717,2.38,46.85314685314685,0.08,5.09,62.25,9205
support,Cassiopeia,cassiopeia,1013,1.66,46.98914116485686,0.03,0.87,59.56,10063
support,Yuumi,yuumi,134380,4.69,46.99583271320137,4.12,3.33,13.93,8157
support,Skarner,skarner,2719,2.16,47.002574475910265,0.08,0.14,40.67,9287
support,Urgot,urgot,1189,2.0,47.01429772918419,0.04,2.51,77.23,10854
support,Trundle,trundle,3192,2.2,47.023809523809526,0.1,1.5,58.29,9719
support,Rumble,rumble,2165,1.93,47.159353348729795,0.07,0.42,52.78,10208
support,Qiyana,qiyana,1663,1.92,47.20384846662658,0.05,1.68,54.44,10459
support,Riven,riven,870,1.69,47.241379310344826,0.03,2.74,64.9,10252
support,Shyvana,shyvana,171,1.57,47.368421052631575,0.01,0.2,83.59,10676
support,Syndra,syndra,3704,2.01,47.38120950323974,0.11,4.36,66.41,10595
support,Vex,vex,3645,1.95,47.48971193415638,0.11,3.41,61.8,10156
support,Sejuani,sejuani,3929,2.31,47.49300076355307,0.12,0.18,52.11,9531
support,Volibear,volibear,2688,1.79,47.507440476190474,0.08,4.48,55.59,9762
support,Lissandra,lissandra,4714,2.07,47.666525243954176,0.14,0.68,61.91,9711
support,Dr. Mundo,drmundo,3953,1.9,47.735896787250184,0.12,17.12,64.63,9890
support,Karthus,karthus,3342,1.83,47.965290245362056,0.1,0.66,79.14,11517
support,Neeko,neeko,76560,2.14,48.03683385579937,2.35,1.47,53.08,9584
support,Ekko,ekko,3028,1.98,48.05151915455747,0.09,3.48,64.99,10673
support,Rek'Sai,reksai,1508,2.0,48.143236074270554,0.05,0.61,40.18,9973
support,Twisted Fate,twistedfate,3987,2.14,48.18159016804615,0.12,0.27,53.76,10039
support,Evelynn,evelynn,1866,2.18,48.28510182207931,0.06,2.57,38.58,10543
support,Sylas,sylas,16255,1.85,48.335896647185486,0.5,14.39,45.36,10211
support,Gragas,gragas,6872,2.16,48.428405122235155,0.21,0.5,48.16,9422
support,Kennen,kennen,3708,2.02,48.51672060409925,0.11,0.92,55.66,10246
support,Zoe,zoe,24676,2.24,48.520829956232774,0.76,3.45,47.29,10004
support,Hwei,hwei,18342,2.35,48.522516628502885,0.56,1.96,58.31,9970
support,Lulu,lulu,147286,3.11,48.54908137908559,4.52,3.69,27.39,8272
support,Rakan,rakan,79023,2.81,48.687091100059476,2.42,0.23,30.46,8393
support,Veigar,veigar,25203,2.03,48.72039042971075,0.77,3.32,69.92,10554
support,Quinn,quinn,3029,1.96,48.72895344998349,0.09,2.72,59.17,11263
support,Vi,vi,2540,1.75,48.77952755905512,0.08,0.44,58.32,10378
support,Singed,singed,4599,2.04,48.793215916503584,0.14,1.67,84.11,10352
support,Nautilus,nautilus,266309,2.42,48.813971739595736,8.16,9.17,32.46,8736
support,Fizz,fizz,2878,2.04,48.81862404447533,0.09,11.62,65.83,11096
support,Annie,annie,9093,2.11,48.85076432420543,0.28,0.82,43.58,9627
support,Alistar,alistar,92410,2.5,48.876744941023695,2.83,0.99,27.83,8417
support,Jarvan IV,jarvaniv,8284,2.45,48.889425398358284,0.25,1.43,51.29,10156
support,Anivia,anivia,19595,2.37,48.96657310538403,0.6,2.1,62.25,9798
support,Sett,sett,7853,1.77,49.01311600662167,0.24,4.37,56.77,10024
support,LeBlanc,leblanc,14844,2.52,49.023174346537324,0.46,8.28,46.9,10322
support,Ivern,ivern,6569,2.81,49.109453493682445,0.2,0.67,35.75,8699
support,Pantheon,pantheon,114333,1.99,49.13104702929163,3.51,3.12,48.18,10539
support,Malphite,malphite,36177,2.24,49.14448406446085,1.11,30.55,55.03,10079
support,Viktor,viktor,944,1.9,49.152542372881356,0.03,2.01,72.77,10495
support,Wukong,monkeyking,2802,1.94,49.214846538187004,0.09,0.68,61.61,10703
support,Rell,rell,68410,2.77,49.222335915801786,2.1,0.57,28.57,8805
support,Pyke,pyke,187920,2.15,49.25819497658578,5.76,20.16,34.48,10300
support,Senna,senna,170063,2.77,49.264684264066844,5.21,1.28,43.73,10121
support,Blitzcrank,blitzcrank,159008,2.42,49.28619943650634,4.87,15.7,29.03,8590
support,Elise,elise,30080,2.01,49.305186170212764,0.92,1.17,40.36,10152
support,Heimerdinger,heimerdinger,11058,1.89,49.520708988967264,0.34,4.39,69.54,10218
support,Zac,zac,10086,2.57,49.534007535197304,0.31,1.35,49.84,9727
support,Thresh,thresh,266571,2.69,49.62167677654358,8.17,3.09,33.54,8723
support,Karma,karma,163604,2.88,49.631427104471776,5.02,2.22,36.74,8676
support,Nidalee,nidalee,14446,2.45,49.633116433614845,0.44,0.23,43.14,9683
support,Lillia,lillia,1179,2.11,49.787955894826126,0.04,3.2,67.93,10527
support,Bard,bard,147817,2.95,49.838651846539975,4.53,1.91,31.29,9294
support,Seraphine,seraphine,227195,2.8,49.841765883932304,6.97,2.72,43.75,9229
support,Rammus,rammus,3455,2.35,49.95658465991317,0.11,4.72,41.58,9212
support,Lux,lux,365080,2.5,49.987126109345894,11.19,14.88,61.58,10096
support,Renata Glasc,renata,41154,2.75,50.18953200174953,1.26,0.15,32.82,8637
support,Fiddlesticks,fiddlesticks,21002,2.06,50.195219502904486,0.64,1.6,48.71,9724
support,Tahm Kench,tahmkench,113382,2.39,50.19844419749167,3.48,3.3,37.67,9522
support,Xerath,xerath,90726,2.67,50.341688159954145,2.78,5.23,60.24,10465
support,Morgana,morgana,258029,2.55,50.53385472175608,7.91,23.52,50.47,9726
support,Poppy,poppy,63995,2.27,50.594577701382924,1.96,2.27,38.7,9587
support,Shen,shen,39271,2.74,50.63278246033968,1.2,0.93,40.1,9445
support,Janna,janna,125172,3.32,50.73259195347202,3.84,0.82,26.78,8370
support,Maokai,maokai,72337,2.54,50.743049891480155,2.22,0.41,38.02,9014
support,Galio,galio,24526,2.5,50.81546114327652,0.75,2.7,45.83,9267
support,Zilean,zilean,81267,3.26,50.89027526548291,2.49,1.17,45.38,8967
support,Fiora,fiora,812,1.53,50.98522167487685,0.02,3.25,70.97,11781
support,Leona,leona,263234,2.55,51.03178160875874,8.07,7.65,31.25,8783
support,Swain,swain,157055,2.44,51.075737798860274,4.81,8.87,52.2,9921
support,Braum,braum,153065,2.88,51.20439029170613,4.69,3.19,27.44,8582
support,Amumu,amumu,22348,2.1,51.235009844281365,0.69,6.67,39.23,9064
support,Shaco,shaco,54395,2.42,51.33927750712382,1.67,22.81,46.29,10134
support,Vel'Koz,velkoz,125543,2.29,51.360091761388524,3.85,2.54,55.92,10189
support,Sion,sion,15980,1.88,51.36420525657071,0.49,2.25,70.78,10686
support,Zyra,zyra,168478,2.29,51.45478934935125,5.17,6.39,57.73,9880
support,Brand,brand,178140,2.0,51.52913438868306,5.46,6.7,55.41,10303
support,Soraka,soraka,186686,2.93,51.61929657285496,5.72,3.08,24.89,8089
support,Milio,milio,241746,3.76,51.66000678397988,7.41,6.2,27.26,8163
support,Nami,nami,381658,3.36,51.71960236651662,11.7,2.81,24.7,8445
support,Taric,taric,65014,2.66,51.819608084412586,1.99,0.6,36.42,8586
support,Sona,sona,187283,3.08,52.07359984622203,5.74,0.91,28.14,8733
support,Teemo,teemo,74896,1.95,52.522164067506935,2.3,18.3,57.9,10221
